,,weights,values,capacity,distribution
37,93,34,55,2644,exponential
37,94,0,77,2644,exponential
37,95,13,55,2644,exponential
37,96,3,25,2644,exponential
37,97,117,111,2644,exponential
37,98,41,12,2644,exponential
37,99,3,24,2644,exponential
38,0,57,21,3014,normal
38,1,50,62,3014,normal
38,2,80,93,3014,normal
38,3,25,66,3014,normal
38,4,42,47,3014,normal
38,5,71,55,3014,normal
38,6,37,72,3014,normal
38,7,44,32,3014,normal
38,8,56,56,3014,normal
38,9,32,58,3014,normal
38,10,48,45,3014,normal
38,11,56,33,3014,normal
38,12,50,0,3014,normal
38,13,68,23,3014,normal
38,14,68,40,3014,normal
38,15,50,50,3014,normal
38,16,45,29,3014,normal
38,17,59,45,3014,normal
38,18,46,54,3014,normal
38,19,68,67,3014,normal
38,20,14,43,3014,normal
38,21,47,50,3014,normal
38,22,19,43,3014,normal
38,23,10,51,3014,normal
38,24,55,52,3014,normal
38,25,49,64,3014,normal
38,26,16,39,3014,normal
38,27,71,56,3014,normal
38,28,42,19,3014,normal
38,29,39,60,3014,normal
38,30,27,50,3014,normal
38,31,40,60,3014,normal
38,32,25,44,3014,normal
38,33,52,39,3014,normal
38,34,67,24,3014,normal
38,35,45,16,3014,normal
38,36,51,50,3014,normal
38,37,35,44,3014,normal
38,38,43,22,3014,normal
38,39,60,38,3014,normal
38,40,62,37,3014,normal
38,41,59,32,3014,normal
38,42,61,71,3014,normal
38,43,64,51,3014,normal
38,44,71,69,3014,normal
38,45,40,75,3014,normal
38,46,50,64,3014,normal
38,47,56,64,3014,normal
38,48,57,68,3014,normal
38,49,44,49,3014,normal
38,50,44,52,3014,normal
38,51,19,46,3014,normal
38,52,46,68,3014,normal
38,53,57,33,3014,normal
38,54,30,36,3014,normal
38,55,62,58,3014,normal
38,56,54,35,3014,normal
38,57,61,45,3014,normal
38,58,43,49,3014,normal
38,59,30,66,3014,normal
38,60,37,46,3014,normal
38,61,37,43,3014,normal
38,62,14,62,3014,normal
38,63,48,28,3014,normal
38,64,61,65,3014,normal
38,65,61,38,3014,normal
38,66,34,62,3014,normal
38,67,52,51,3014,normal
38,68,22,73,3014,normal
38,69,49,31,3014,normal
38,70,48,45,3014,normal
38,71,48,36,3014,normal
38,72,46,39,3014,normal
38,73,69,51,3014,normal
38,74,28,59,3014,normal
38,75,47,49,3014,normal
38,76,72,43,3014,normal
38,77,64,50,3014,normal
38,78,42,73,3014,normal
38,79,37,28,3014,normal
38,80,74,62,3014,normal
38,81,56,71,3014,normal
38,82,31,61,3014,normal
38,83,60,21,3014,normal
38,84,64,43,3014,normal
38,85,43,61,3014,normal
38,86,39,44,3014,normal
38,87,47,44,3014,normal
38,88,10,26,3014,normal
38,89,64,59,3014,normal
38,90,64,55,3014,normal
38,91,42,41,3014,normal
38,92,76,48,3014,normal
38,93,68,30,3014,normal
38,94,43,48,3014,normal
38,95,22,71,3014,normal
38,96,73,32,3014,normal
38,97,64,58,3014,normal
38,98,32,66,3014,normal
38,99,53,83,3014,normal
39,0,3,15,3585,exponential
39,1,60,40,3585,exponential
39,2,40,1,3585,exponential
39,3,69,84,3585,exponential
39,4,9,48,3585,exponential
39,5,6,10,3585,exponential
39,6,43,130,3585,exponential
39,7,0,21,3585,exponential
39,8,1,22,3585,exponential
39,9,10,27,3585,exponential
39,10,17,15,3585,exponential
39,11,17,30,3585,exponential
39,12,8,24,3585,exponential
39,13,65,12,3585,exponential
39,14,7,18,3585,exponential
39,15,11,90,3585,exponential
39,16,8,1,3585,exponential
39,17,31,115,3585,exponential
39,18,5,37,3585,exponential
39,19,28,17,3585,exponential
39,20,39,37,3585,exponential
39,21,33,23,3585,exponential
39,22,60,53,3585,exponential
39,23,11,6,3585,exponential
39,24,9,46,3585,exponential
39,25,3,1,3585,exponential
39,26,46,95,3585,exponential
39,27,1,38,3585,exponential
39,28,2,49,3585,exponential
39,29,39,48,3585,exponential
39,30,105,97,3585,exponential
39,31,109,49,3585,exponential
39,32,44,19,3585,exponential
39,33,25,8,3585,exponential
39,34,39,6,3585,exponential
39,35,4,140,3585,exponential
39,36,38,1,3585,exponential
39,37,9,2,3585,exponential
39,38,79,5,3585,exponential
39,39,21,14,3585,exponential
39,40,12,7,3585,exponential
39,41,4,48,3585,exponential
39,42,17,0,3585,exponential
39,43,5,70,3585,exponential
39,44,37,79,3585,exponential
39,45,43,26,3585,exponential
39,46,17,12,3585,exponential
39,47,112,13,3585,exponential
39,48,26,32,3585,exponential
39,49,51,5,3585,exponential
39,50,38,3,3585,exponential
39,51,14,45,3585,exponential
39,52,126,64,3585,exponential
39,53,0,45,3585,exponential
39,54,48,0,3585,exponential
39,55,6,76,3585,exponential
39,56,82,15,3585,exponential
39,57,38,1,3585,exponential
39,58,38,10,3585,exponential
39,59,9,37,3585,exponential
39,60,39,1,3585,exponential
39,61,9,4,3585,exponential
39,62,11,0,3585,exponential
39,63,24,2,3585,exponential
39,64,71,29,3585,exponential
39,65,42,122,3585,exponential
39,66,37,7,3585,exponential
39,67,0,30,3585,exponential
39,68,0,27,3585,exponential
39,69,22,20,3585,exponential
39,70,10,69,3585,exponential
39,71,30,26,3585,exponential
39,72,25,5,3585,exponential
39,73,74,16,3585,exponential
39,74,20,23,3585,exponential
39,75,2,1,3585,exponential
39,76,52,33,3585,exponential
39,77,1,16,3585,exponential
39,78,5,18,3585,exponential
39,79,38,24,3585,exponential
39,80,21,33,3585,exponential
39,81,22,24,3585,exponential
39,82,16,3,3585,exponential
39,83,20,6,3585,exponential
39,84,30,12,3585,exponential
39,85,22,15,3585,exponential
39,86,80,15,3585,exponential
39,87,4,87,3585,exponential
39,88,87,32,3585,exponential
39,89,8,26,3585,exponential
39,90,3,18,3585,exponential
39,91,15,24,3585,exponential
39,92,29,114,3585,exponential
39,93,4,44,3585,exponential
39,94,0,118,3585,exponential
39,95,31,29,3585,exponential
39,96,8,72,3585,exponential
39,97,3,81,3585,exponential
39,98,4,97,3585,exponential
39,99,27,6,3585,exponential
40,0,15,63,4728,uniform
40,1,63,85,4728,uniform
40,2,40,64,4728,uniform
40,3,29,50,4728,uniform
40,4,35,33,4728,uniform
40,5,51,41,4728,uniform
40,6,72,45,4728,uniform
40,7,64,7,4728,uniform
40,8,59,67,4728,uniform
40,9,55,4,4728,uniform
40,10,3,44,4728,uniform
40,11,52,55,4728,uniform
40,12,91,68,4728,uniform
40,13,82,53,4728,uniform
40,14,88,26,4728,uniform
40,15,62,71,4728,uniform
40,16,27,17,4728,uniform
40,17,57,66,4728,uniform
40,18,50,87,4728,uniform
40,19,21,86,4728,uniform
40,20,46,73,4728,uniform
40,21,86,74,4728,uniform
40,22,66,49,4728,uniform
40,23,68,57,4728,uniform
40,24,40,37,4728,uniform
40,25,3,22,4728,uniform
40,26,80,9,4728,uniform
40,27,46,53,4728,uniform
40,28,61,2,4728,uniform
40,29,70,55,4728,uniform
40,30,56,43,4728,uniform
40,31,28,88,4728,uniform
40,32,14,80,4728,uniform
40,33,3,78,4728,uniform
40,34,38,4,4728,uniform
40,35,34,3,4728,uniform
40,36,90,98,4728,uniform
40,37,7,23,4728,uniform
40,38,36,48,4728,uniform
40,39,90,75,4728,uniform
40,40,12,16,4728,uniform
40,41,5,11,4728,uniform
40,42,92,29,4728,uniform
40,43,92,51,4728,uniform
40,44,67,75,4728,uniform
40,45,69,57,4728,uniform
40,46,20,99,4728,uniform
40,47,23,4,4728,uniform
40,48,89,24,4728,uniform
40,49,35,79,4728,uniform
40,50,1,44,4728,uniform
40,51,53,19,4728,uniform
40,52,86,95,4728,uniform
40,53,51,51,4728,uniform
40,54,33,92,4728,uniform
40,55,14,56,4728,uniform
40,56,45,84,4728,uniform
40,57,91,72,4728,uniform
40,58,54,97,4728,uniform
40,59,18,3,4728,uniform
40,60,85,58,4728,uniform
40,61,21,40,4728,uniform
40,62,68,44,4728,uniform
40,63,23,14,4728,uniform
40,64,9,46,4728,uniform
40,65,78,85,4728,uniform
40,66,71,25,4728,uniform
40,67,96,83,4728,uniform
40,68,43,24,4728,uniform
40,69,38,83,4728,uniform
40,70,91,86,4728,uniform
40,71,40,61,4728,uniform
40,72,12,67,4728,uniform
40,73,11,80,4728,uniform
40,74,3,62,4728,uniform
40,75,96,21,4728,uniform
40,76,12,57,4728,uniform
40,77,65,44,4728,uniform
40,78,57,7,4728,uniform
40,79,71,32,4728,uniform
40,80,80,32,4728,uniform
40,81,65,47,4728,uniform
40,82,85,48,4728,uniform
40,83,99,40,4728,uniform
40,84,26,23,4728,uniform
40,85,59,92,4728,uniform
40,86,26,17,4728,uniform
40,87,47,6,4728,uniform
40,88,88,31,4728,uniform
40,89,61,26,4728,uniform
40,90,73,59,4728,uniform
40,91,26,24,4728,uniform
40,92,55,58,4728,uniform
40,93,5,77,4728,uniform
40,94,3,21,4728,uniform
40,95,77,56,4728,uniform
40,96,2,45,4728,uniform
40,97,21,9,4728,uniform
40,98,74,47,4728,uniform
40,99,3,45,4728,uniform
41,0,98,5,3974,uniform
41,1,30,25,3974,uniform
41,2,68,2,3974,uniform
41,3,56,32,3974,uniform
41,4,14,65,3974,uniform
41,5,19,38,3974,uniform
41,6,71,64,3974,uniform
41,7,24,27,3974,uniform
41,8,27,41,3974,uniform
41,9,8,22,3974,uniform
41,10,7,50,3974,uniform
41,11,45,33,3974,uniform
41,12,14,14,3974,uniform
41,13,98,81,3974,uniform
41,14,34,40,3974,uniform
41,15,20,61,3974,uniform
41,16,96,80,3974,uniform
41,17,33,71,3974,uniform
41,18,74,71,3974,uniform
41,19,92,50,3974,uniform
41,20,9,96,3974,uniform
41,21,63,8,3974,uniform
41,22,86,35,3974,uniform
41,23,73,59,3974,uniform
41,24,98,31,3974,uniform
41,25,15,15,3974,uniform
41,26,78,52,3974,uniform
41,27,38,97,3974,uniform
41,28,54,80,3974,uniform
41,29,80,20,3974,uniform
41,30,15,64,3974,uniform
41,31,48,52,3974,uniform
41,32,4,59,3974,uniform
41,33,9,34,3974,uniform
41,34,6,26,3974,uniform
41,35,75,5,3974,uniform
41,36,17,69,3974,uniform
41,37,8,86,3974,uniform
41,38,23,66,3974,uniform
41,39,92,10,3974,uniform
41,40,9,94,3974,uniform
41,41,46,98,3974,uniform
41,42,74,80,3974,uniform
41,43,33,8,3974,uniform
41,44,49,81,3974,uniform
41,45,79,52,3974,uniform
41,46,77,94,3974,uniform
41,47,67,93,3974,uniform
41,48,44,8,3974,uniform
41,49,61,97,3974,uniform
41,50,18,73,3974,uniform
41,51,43,48,3974,uniform
41,52,52,70,3974,uniform
41,53,3,50,3974,uniform
41,54,44,91,3974,uniform
41,55,93,38,3974,uniform
41,56,15,91,3974,uniform
41,57,90,49,3974,uniform
41,58,18,43,3974,uniform
41,59,56,97,3974,uniform
41,60,58,64,3974,uniform
41,61,8,85,3974,uniform
41,62,26,1,3974,uniform
41,63,50,28,3974,uniform
41,64,11,8,3974,uniform
41,65,47,26,3974,uniform
41,66,54,69,3974,uniform
41,67,91,80,3974,uniform
41,68,73,58,3974,uniform
41,69,51,43,3974,uniform
41,70,74,53,3974,uniform
41,71,17,43,3974,uniform
41,72,13,38,3974,uniform
41,73,10,42,3974,uniform
41,74,43,81,3974,uniform
41,75,75,91,3974,uniform
41,76,25,68,3974,uniform
41,77,33,75,3974,uniform
41,78,86,13,3974,uniform
41,79,15,60,3974,uniform
41,80,85,93,3974,uniform
41,81,42,3,3974,uniform
41,82,85,78,3974,uniform
41,83,73,35,3974,uniform
41,84,42,63,3974,uniform
41,85,51,33,3974,uniform
41,86,68,22,3974,uniform
41,87,84,34,3974,uniform
41,88,8,34,3974,uniform
41,89,91,23,3974,uniform
41,90,90,8,3974,uniform
41,91,94,72,3974,uniform
41,92,94,8,3974,uniform
41,93,43,19,3974,uniform
41,94,59,47,3974,uniform
41,95,72,83,3974,uniform
41,96,36,57,3974,uniform
41,97,83,89,3974,uniform
41,98,27,66,3974,uniform
41,99,37,80,3974,uniform
42,0,14,39,4021,exponential
42,1,14,22,4021,exponential
42,2,88,23,4021,exponential
42,3,13,27,4021,exponential
42,4,3,73,4021,exponential
42,5,13,4,4021,exponential
42,6,5,3,4021,exponential
42,7,13,37,4021,exponential
42,8,79,36,4021,exponential
42,9,30,99,4021,exponential
42,10,27,8,4021,exponential
42,11,13,21,4021,exponential
42,12,32,6,4021,exponential
42,13,4,15,4021,exponential
42,14,60,3,4021,exponential
42,15,74,18,4021,exponential
42,16,56,118,4021,exponential
42,17,53,95,4021,exponential
42,18,6,19,4021,exponential
42,19,40,91,4021,exponential
42,20,11,75,4021,exponential
42,21,62,48,4021,exponential
42,22,56,26,4021,exponential
42,23,45,16,4021,exponential
42,24,20,36,4021,exponential
42,25,85,5,4021,exponential
42,26,0,14,4021,exponential
42,27,32,4,4021,exponential
42,28,40,11,4021,exponential
42,29,16,14,4021,exponential
42,30,26,7,4021,exponential
42,31,24,12,4021,exponential
42,32,29,0,4021,exponential
42,33,74,71,4021,exponential
42,34,21,124,4021,exponential
42,35,45,28,4021,exponential
42,36,1,4,4021,exponential
42,37,15,31,4021,exponential
42,38,38,14,4021,exponential
42,39,18,7,4021,exponential
42,40,30,12,4021,exponential
42,41,18,3,4021,exponential
42,42,48,11,4021,exponential
42,43,110,36,4021,exponential
42,44,5,0,4021,exponential
42,45,14,27,4021,exponential
42,46,51,11,4021,exponential
42,47,2,0,4021,exponential
42,48,10,10,4021,exponential
42,49,14,1,4021,exponential
42,50,28,19,4021,exponential
42,51,12,10,4021,exponential
42,52,31,105,4021,exponential
42,53,11,9,4021,exponential
42,54,46,29,4021,exponential
42,55,209,13,4021,exponential
42,56,5,5,4021,exponential
42,57,34,21,4021,exponential
42,58,48,23,4021,exponential
42,59,27,0,4021,exponential
42,60,1,29,4021,exponential
42,61,24,39,4021,exponential
42,62,0,48,4021,exponential
42,63,0,7,4021,exponential
42,64,33,28,4021,exponential
42,65,12,9,4021,exponential
42,66,5,21,4021,exponential
42,67,21,20,4021,exponential
42,68,24,51,4021,exponential
42,69,87,13,4021,exponential
42,70,26,0,4021,exponential
42,71,20,76,4021,exponential
42,72,99,61,4021,exponential
42,73,83,19,4021,exponential
42,74,65,5,4021,exponential
42,75,16,27,4021,exponential
42,76,74,23,4021,exponential
42,77,45,12,4021,exponential
42,78,8,49,4021,exponential
42,79,22,0,4021,exponential
42,80,42,36,4021,exponential
42,81,58,52,4021,exponential
42,82,31,2,4021,exponential
42,83,24,28,4021,exponential
42,84,10,55,4021,exponential
42,85,23,4,4021,exponential
42,86,3,128,4021,exponential
42,87,64,42,4021,exponential
42,88,45,93,4021,exponential
42,89,71,131,4021,exponential
42,90,137,127,4021,exponential
42,91,37,35,4021,exponential
42,92,15,8,4021,exponential
42,93,17,23,4021,exponential
42,94,25,24,4021,exponential
42,95,62,51,4021,exponential
42,96,23,25,4021,exponential
42,97,30,23,4021,exponential
42,98,45,31,4021,exponential
42,99,7,30,4021,exponential
43,0,14,11,4242,exponential
43,1,56,1,4242,exponential
43,2,8,39,4242,exponential
43,3,41,22,4242,exponential
43,4,7,2,4242,exponential
43,5,3,1,4242,exponential
43,6,40,43,4242,exponential
43,7,9,62,4242,exponential
43,8,21,80,4242,exponential
43,9,9,46,4242,exponential
43,10,27,148,4242,exponential
43,11,2,1,4242,exponential
43,12,14,53,4242,exponential
43,13,104,9,4242,exponential
43,14,17,2,4242,exponential
43,15,5,44,4242,exponential
43,16,4,81,4242,exponential
43,17,7,70,4242,exponential
43,18,8,47,4242,exponential
43,19,30,19,4242,exponential
43,20,13,25,4242,exponential
43,21,24,12,4242,exponential
43,22,36,12,4242,exponential
43,23,63,6,4242,exponential
43,24,3,53,4242,exponential
43,25,111,7,4242,exponential
43,26,9,49,4242,exponential
43,27,18,7,4242,exponential
43,28,44,10,4242,exponential
43,29,5,42,4242,exponential
43,30,24,114,4242,exponential
43,31,57,26,4242,exponential
43,32,9,38,4242,exponential
43,33,41,67,4242,exponential
43,34,3,25,4242,exponential
43,35,78,14,4242,exponential
43,36,39,57,4242,exponential
43,37,64,52,4242,exponential
43,38,9,110,4242,exponential
43,39,123,2,4242,exponential
43,40,84,120,4242,exponential
43,41,114,26,4242,exponential
43,42,26,55,4242,exponential
43,43,33,132,4242,exponential
43,44,7,9,4242,exponential
43,45,0,11,4242,exponential
43,46,37,15,4242,exponential
43,47,59,39,4242,exponential
43,48,9,45,4242,exponential
43,49,39,19,4242,exponential
43,50,16,68,4242,exponential
43,51,33,15,4242,exponential
43,52,19,50,4242,exponential
43,53,3,10,4242,exponential
43,54,63,1,4242,exponential
43,55,1,25,4242,exponential
43,56,100,34,4242,exponential
43,57,25,14,4242,exponential
43,58,53,23,4242,exponential
43,59,39,70,4242,exponential
43,60,46,71,4242,exponential
43,61,10,36,4242,exponential
43,62,5,4,4242,exponential
43,63,92,11,4242,exponential
43,64,106,143,4242,exponential
43,65,47,0,4242,exponential
43,66,57,11,4242,exponential
43,67,48,2,4242,exponential
43,68,9,30,4242,exponential
43,69,6,20,4242,exponential
43,70,8,8,4242,exponential
43,71,32,3,4242,exponential
43,72,29,78,4242,exponential
43,73,0,49,4242,exponential
43,74,84,29,4242,exponential
43,75,35,16,4242,exponential
43,76,118,10,4242,exponential
43,77,1,43,4242,exponential
43,78,4,14,4242,exponential
43,79,92,64,4242,exponential
43,80,2,33,4242,exponential
43,81,8,89,4242,exponential
43,82,0,34,4242,exponential
43,83,12,24,4242,exponential
43,84,47,112,4242,exponential
43,85,16,7,4242,exponential
43,86,29,27,4242,exponential
43,87,46,12,4242,exponential
43,88,24,17,4242,exponential
43,89,12,50,4242,exponential
43,90,9,4,4242,exponential
43,91,7,7,4242,exponential
43,92,22,13,4242,exponential
43,93,16,13,4242,exponential
43,94,13,31,4242,exponential
43,95,9,36,4242,exponential
43,96,11,10,4242,exponential
43,97,1,87,4242,exponential
43,98,112,46,4242,exponential
43,99,8,10,4242,exponential
44,0,14,26,2568,exponential
44,1,30,33,2568,exponential
44,2,47,56,2568,exponential
44,3,21,15,2568,exponential
44,4,73,30,2568,exponential
44,5,79,27,2568,exponential
44,6,20,37,2568,exponential
44,7,31,1,2568,exponential
44,8,8,54,2568,exponential
44,9,3,33,2568,exponential
44,10,40,14,2568,exponential
44,11,0,8,2568,exponential
44,12,71,5,2568,exponential
44,13,0,53,2568,exponential
44,14,46,9,2568,exponential
44,15,25,1,2568,exponential
44,16,39,22,2568,exponential
44,17,105,26,2568,exponential
44,18,6,3,2568,exponential
44,19,44,10,2568,exponential
44,20,18,2,2568,exponential
44,21,86,2,2568,exponential
44,22,8,48,2568,exponential
44,23,14,22,2568,exponential
44,24,41,0,2568,exponential
44,25,77,3,2568,exponential
44,26,67,173,2568,exponential
44,27,17,12,2568,exponential
44,28,25,37,2568,exponential
44,29,34,2,2568,exponential
44,30,2,10,2568,exponential
44,31,25,24,2568,exponential
44,32,6,33,2568,exponential
44,33,40,3,2568,exponential
44,34,8,29,2568,exponential
44,35,68,97,2568,exponential
44,36,50,10,2568,exponential
44,37,28,13,2568,exponential
44,38,3,23,2568,exponential
44,39,35,41,2568,exponential
44,40,44,1,2568,exponential
44,41,48,59,2568,exponential
44,42,83,39,2568,exponential
44,43,11,243,2568,exponential
44,44,12,16,2568,exponential
44,45,63,21,2568,exponential
44,46,27,16,2568,exponential
44,47,129,17,2568,exponential
44,48,77,5,2568,exponential
44,49,13,49,2568,exponential
44,50,97,67,2568,exponential
44,51,9,16,2568,exponential
44,52,11,32,2568,exponential
44,53,54,12,2568,exponential
44,54,85,5,2568,exponential
44,55,36,1,2568,exponential
44,56,4,20,2568,exponential
44,57,6,41,2568,exponential
44,58,19,51,2568,exponential
44,59,32,11,2568,exponential
44,60,38,4,2568,exponential
44,61,10,31,2568,exponential
44,62,48,17,2568,exponential
44,63,25,35,2568,exponential
44,64,2,8,2568,exponential
44,65,55,43,2568,exponential
44,66,4,5,2568,exponential
44,67,51,15,2568,exponential
44,68,21,1,2568,exponential
44,69,7,88,2568,exponential
44,70,6,1,2568,exponential
44,71,55,47,2568,exponential
44,72,39,38,2568,exponential
44,73,30,20,2568,exponential
44,74,4,45,2568,exponential
44,75,30,25,2568,exponential
44,76,95,38,2568,exponential
44,77,8,0,2568,exponential
44,78,69,9,2568,exponential
44,79,41,81,2568,exponential
44,80,9,2,2568,exponential
44,81,27,20,2568,exponential
44,82,6,13,2568,exponential
44,83,13,1,2568,exponential
44,84,80,7,2568,exponential
44,85,27,3,2568,exponential
44,86,27,26,2568,exponential
44,87,4,44,2568,exponential
44,88,24,54,2568,exponential
44,89,30,11,2568,exponential
44,90,60,79,2568,exponential
44,91,20,78,2568,exponential
44,92,6,93,2568,exponential
44,93,57,6,2568,exponential
44,94,8,25,2568,exponential
44,95,50,3,2568,exponential
44,96,7,30,2568,exponential
44,97,144,30,2568,exponential
44,98,4,45,2568,exponential
44,99,13,9,2568,exponential
45,0,61,40,4544,normal
45,1,63,39,4544,normal
45,2,69,31,4544,normal
45,3,37,50,4544,normal
45,4,27,52,4544,normal
45,5,92,89,4544,normal
45,6,60,43,4544,normal
45,7,66,24,4544,normal
45,8,72,52,4544,normal
45,9,53,81,4544,normal
45,10,41,51,4544,normal
45,11,62,43,4544,normal
45,12,46,51,4544,normal
45,13,58,65,4544,normal
45,14,49,46,4544,normal
45,15,62,72,4544,normal
45,16,34,35,4544,normal
45,17,42,76,4544,normal
45,18,26,59,4544,normal
45,19,51,53,4544,normal
45,20,37,77,4544,normal
45,21,46,47,4544,normal
45,22,41,29,4544,normal
45,23,49,44,4544,normal
45,24,20,55,4544,normal
45,25,21,30,4544,normal
45,26,49,68,4544,normal
45,27,40,58,4544,normal
45,28,32,81,4544,normal
45,29,14,49,4544,normal
45,30,41,46,4544,normal
45,31,61,71,4544,normal
45,32,70,14,4544,normal
45,33,60,30,4544,normal
45,34,29,42,4544,normal
45,35,73,56,4544,normal
45,36,66,43,4544,normal
45,37,55,16,4544,normal
45,38,34,57,4544,normal
45,39,35,44,4544,normal
45,40,27,43,4544,normal
45,41,63,71,4544,normal
45,42,68,34,4544,normal
45,43,56,44,4544,normal
45,44,64,57,4544,normal
45,45,41,38,4544,normal
45,46,20,76,4544,normal
45,47,44,69,4544,normal
45,48,55,38,4544,normal
45,49,35,41,4544,normal
45,50,79,54,4544,normal
45,51,80,51,4544,normal
45,52,43,59,4544,normal
45,53,36,65,4544,normal
45,54,58,50,4544,normal
45,55,52,32,4544,normal
45,56,60,32,4544,normal
45,57,56,23,4544,normal
45,58,61,50,4544,normal
45,59,48,40,4544,normal
45,60,93,38,4544,normal
45,61,43,52,4544,normal
45,62,57,78,4544,normal
45,63,34,39,4544,normal
45,64,44,50,4544,normal
45,65,58,38,4544,normal
45,66,54,55,4544,normal
45,67,57,7,4544,normal
45,68,87,32,4544,normal
45,69,37,46,4544,normal
45,70,31,47,4544,normal
45,71,40,54,4544,normal
45,72,33,60,4544,normal
45,73,45,35,4544,normal
45,74,26,40,4544,normal
45,75,52,61,4544,normal
45,76,69,42,4544,normal
45,77,60,69,4544,normal
45,78,47,30,4544,normal
45,79,60,91,4544,normal
45,80,54,72,4544,normal
45,81,45,37,4544,normal
45,82,50,48,4544,normal
45,83,52,54,4544,normal
45,84,22,59,4544,normal
45,85,59,50,4544,normal
45,86,45,75,4544,normal
45,87,87,49,4544,normal
45,88,49,48,4544,normal
45,89,76,54,4544,normal
45,90,18,67,4544,normal
45,91,33,53,4544,normal
45,92,30,49,4544,normal
45,93,51,44,4544,normal
45,94,62,64,4544,normal
45,95,42,72,4544,normal
45,96,59,19,4544,normal
45,97,57,51,4544,normal
45,98,56,30,4544,normal
45,99,63,41,4544,normal
46,0,69,80,3773,uniform
46,1,67,72,3773,uniform
46,2,46,27,3773,uniform
46,3,40,16,3773,uniform
46,4,47,86,3773,uniform
46,5,78,56,3773,uniform
46,6,78,97,3773,uniform
46,7,35,41,3773,uniform
46,8,11,36,3773,uniform
46,9,5,47,3773,uniform
46,10,74,22,3773,uniform
46,11,86,25,3773,uniform
46,12,74,24,3773,uniform
46,13,92,45,3773,uniform
46,14,31,14,3773,uniform
46,15,8,75,3773,uniform
46,16,94,49,3773,uniform
46,17,10,86,3773,uniform
46,18,61,79,3773,uniform
46,19,42,4,3773,uniform
46,20,23,16,3773,uniform
46,21,76,76,3773,uniform
46,22,93,47,3773,uniform
46,23,26,32,3773,uniform
46,24,87,61,3773,uniform
46,25,12,49,3773,uniform
46,26,86,10,3773,uniform
46,27,6,24,3773,uniform
46,28,31,48,3773,uniform
46,29,81,89,3773,uniform
46,30,21,73,3773,uniform
46,31,72,66,3773,uniform
46,32,77,74,3773,uniform
46,33,60,17,3773,uniform
46,34,91,61,3773,uniform
46,35,79,36,3773,uniform
46,36,7,62,3773,uniform
46,37,92,96,3773,uniform
46,38,16,39,3773,uniform
46,39,75,80,3773,uniform
46,40,78,26,3773,uniform
46,41,15,8,3773,uniform
46,42,96,46,3773,uniform
46,43,49,34,3773,uniform
46,44,44,9,3773,uniform
46,45,67,54,3773,uniform
46,46,76,77,3773,uniform
46,47,83,65,3773,uniform
46,48,86,91,3773,uniform
46,49,67,30,3773,uniform
46,50,43,62,3773,uniform
46,51,11,64,3773,uniform
46,52,48,71,3773,uniform
46,53,93,42,3773,uniform
46,54,33,66,3773,uniform
46,55,97,56,3773,uniform
46,56,51,96,3773,uniform
46,57,25,40,3773,uniform
46,58,28,44,3773,uniform
46,59,50,4,3773,uniform
46,60,48,55,3773,uniform
46,61,92,93,3773,uniform
46,62,67,58,3773,uniform
46,63,84,93,3773,uniform
46,64,90,67,3773,uniform
46,65,75,74,3773,uniform
46,66,55,8,3773,uniform
46,67,55,37,3773,uniform
46,68,36,23,3773,uniform
46,69,45,92,3773,uniform
46,70,50,8,3773,uniform
46,71,4,60,3773,uniform
46,72,47,66,3773,uniform
46,73,11,88,3773,uniform
46,74,8,94,3773,uniform
46,75,4,65,3773,uniform
46,76,61,10,3773,uniform
46,77,99,82,3773,uniform
46,78,47,48,3773,uniform
46,79,68,84,3773,uniform
46,80,89,58,3773,uniform
46,81,24,54,3773,uniform
46,82,6,39,3773,uniform
46,83,71,42,3773,uniform
46,84,66,35,3773,uniform
46,85,52,77,3773,uniform
46,86,58,89,3773,uniform
46,87,90,56,3773,uniform
46,88,12,59,3773,uniform
46,89,95,59,3773,uniform
46,90,28,52,3773,uniform
46,91,54,43,3773,uniform
46,92,21,49,3773,uniform
46,93,9,20,3773,uniform
46,94,49,36,3773,uniform
46,95,74,73,3773,uniform
46,96,64,89,3773,uniform
46,97,20,33,3773,uniform
46,98,94,46,3773,uniform
46,99,95,57,3773,uniform
47,0,68,71,4490,normal
47,1,25,77,4490,normal
47,2,57,30,4490,normal
47,3,66,40,4490,normal
47,4,47,47,4490,normal
47,5,59,69,4490,normal
47,6,40,76,4490,normal
47,7,81,69,4490,normal
47,8,50,64,4490,normal
47,9,58,61,4490,normal
47,10,12,50,4490,normal
47,11,40,62,4490,normal
47,12,61,40,4490,normal
47,13,67,81,4490,normal
47,14,68,33,4490,normal
47,15,73,59,4490,normal
47,16,46,41,4490,normal
47,17,68,36,4490,normal
47,18,64,15,4490,normal
47,19,30,11,4490,normal
47,20,27,47,4490,normal
47,21,7,49,4490,normal
47,22,24,45,4490,normal
47,23,77,50,4490,normal
47,24,77,52,4490,normal
47,25,50,52,4490,normal
47,26,59,39,4490,normal
47,27,29,59,4490,normal
47,28,40,56,4490,normal
47,29,62,43,4490,normal
47,30,49,76,4490,normal
47,31,53,25,4490,normal
47,32,79,54,4490,normal
47,33,76,69,4490,normal
47,34,45,59,4490,normal
47,35,36,65,4490,normal
47,36,3,72,4490,normal
47,37,46,39,4490,normal
47,38,68,31,4490,normal
47,39,55,73,4490,normal
47,40,36,63,4490,normal
